"euid","half","name","play_time","grab","grab_team_for","grab_team_against","grab_whilst_opponents_prevent","grab_whilst_opponents_prevent_team_for","grab_whilst_opponents_prevent_team_against","opponents_grab_whilst_my_prevent","cap","cap_team_for","cap_team_against","hold","hold_team_for","hold_team_against","prevent","prevent_team_for","prevent_team_against","block","block_team_for","block_team_against","button","button_team_for","button_team_against","drop","drop_team_for","drop_team_against","drop_within_my_half","drop_within_my_half_team_for","drop_within_my_half_team_against","drop_within_5_tiles_from_my_base","drop_within_2_tiles_from_my_base","return","return_team_for","return_team_against","return_streak","return_from_button","return_from_button_team_for","return_from_button_team_against","return_within_my_half","return_within_my_half_team_for","return_within_my_half_team_against","return_within_5_tiles_from_opponents_base","return_within_5_tiles_from_opponents_base_team_for","return_within_5_tiles_from_opponents_base_team_against","return_within_2_tiles_from_opponents_base","return_within_2_tiles_from_opponents_base_team_for","return_within_2_tiles_from_opponents_base_team_against","key_return","key_return_team_for","key_return_team_against","quick_return","quick_return_team_for","quick_return_team_against","tag","tag_team_for","tag_team_against","tag_streak","tag_within_my_half","tag_within_my_half_team_for","tag_within_my_half_team_against","pop","pop_team_for","pop_team_against","pop_within_my_half","pop_within_my_half_team_for","pop_within_my_half_team_against","kiss","kiss_team","good_kiss","good_kiss_team","bad_kiss","bad_kiss_team","flaccid","flaccid_team_for","flaccid_team_against","long_hold","long_hold_team_for","long_hold_team_against","long_hold_and_cap","long_hold_and_cap_team_for","long_hold_and_cap_team_against","super_hold","super_hold_team_for","super_hold_team_against","super_hold_and_cap","super_hold_and_cap_team_for","super_hold_and_cap_team_against","regrab","regrab_team_for","regrab_team_against","handoff","handoff_team_for","handoff_team_against","good_handoff","good_handoff_team_for","good_handoff_team_against","reset_from_my_return","reset_from_my_prevent","reset_team_for","reset_team_against","pup_rb","pup_rb_time","pup_rb_team_for","pup_rb_team_for_time","pup_rb_team_against","pup_rb_team_against_time","pup_jj","pup_jj_time","pup_jj_team_for","pup_jj_team_for_time","pup_jj_team_against","pup_jj_team_against_time","pup_tp","pup_tp_time","pup_tp_team_for","pup_tp_team_for_time","pup_tp_team_against","pup_tp_team_against_time","cap_from_prevent","cap_from_prevent_team_for","cap_from_prevent_team_against","cap_from_my_prevent","cap_from_block","cap_from_block_team_for","cap_from_block_team_against","cap_from_my_block","cap_from_regrab","cap_from_regrab_team_for","cap_from_regrab_team_against","cap_from_handoff","cap_from_my_handoff","cap_from_handoff_team_for","cap_from_handoff_team_against","cap_from_grab_whilst_opponents_prevent","cap_from_grab_whilst_opponents_prevent_team_for","cap_from_grab_whilst_opponents_prevent_team_against","prevent_whilst_team_hold_time","hold_whilst_team_prevent_time","hold_whilst_prevent_team_for","hold_whilst_prevent_team_against","hold_whilst_opponents_dont","hold_whilst_opponents_dont_team_for","hold_whilst_opponents_dont_team_against","longest_hold","result_half_win","result_half_tie","result_half_lose","position_win","position_win_time","position_tie","position_tie_time","position_loss","position_loss_time","kept_flag","score","team","flair","map","server","Season","Week","Team.1","Team.2","Half"
54673,1,"brxtr",600,13,30,30,1,5,12,0,1,1,1,151,338,349,3,325,371,40,167,226,0,0,0,11,28,28,3,10,13,0,0,3,28,28,2,0,0,0,1,15,18,2,6,3,1,2,0,0,0,0,0,4,5,3,29,32,2,1,16,19,13,39,35,4,18,15,0,0,0,0,0,0,2,5,4,3,6,6,0,0,1,0,0,0,0,0,0,6,13,14,1,1,0,0,0,0,0,0,0,0,0,0,6,39,4,50,1,20,8,165,6,120,0,0,1,20,3,66,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,66,102,117,70,136,146,44,0,1,0,1,176,2,424,0,0,1,40,1,"special.contest","Wormy","tagpro-orbit.koalabeast.com",5,"3","HCA","RMA","half.1"
54673,1,"kutrebar",600,3,30,30,1,12,5,5,0,1,1,16,349,338,146,371,325,45,226,167,0,0,0,3,28,28,0,13,10,0,0,15,28,28,10,0,0,0,9,18,15,1,3,6,0,0,2,0,0,0,3,5,4,16,32,29,11,9,19,16,3,35,39,0,15,18,0,0,0,0,0,0,0,4,5,0,6,6,0,1,0,0,0,0,0,0,0,2,14,13,0,0,1,0,0,0,0,0,0,0,2,18,4,50,6,39,2,40,6,120,8,165,1,20,3,66,1,20,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,99,3,117,102,7,146,136,9,0,1,0,0,0,2,424,1,176,0,49,2,"winRate.insane","Wormy","tagpro-orbit.koalabeast.com",5,"3","HCA","RMA","half.1"
54673,1,"nub",600,12,30,30,3,12,5,0,0,1,1,152,349,338,17,371,325,64,226,167,0,0,0,12,28,28,6,13,10,3,1,2,28,28,1,0,0,0,1,18,15,1,3,6,0,0,2,0,0,0,0,5,4,2,32,29,1,1,19,16,15,35,39,7,15,18,0,0,0,0,0,0,1,4,5,3,6,6,0,1,0,0,0,0,0,0,0,7,14,13,0,0,1,0,0,0,0,0,0,0,1,12,4,50,6,39,1,20,6,120,8,165,0,0,3,66,1,20,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9,56,117,102,69,146,136,35,0,1,0,0,0,2,424,1,176,0,17,2,"","Wormy","tagpro-orbit.koalabeast.com",5,"3","HCA","RMA","half.1"
54673,1,"TDD",600,14,30,30,8,12,5,1,1,1,1,178,349,338,18,371,325,50,226,167,0,0,0,12,28,28,7,13,10,3,1,2,28,28,1,0,0,0,1,18,15,1,3,6,0,0,2,0,0,0,1,5,4,5,32,29,3,2,19,16,12,35,39,7,15,18,0,0,0,0,0,0,3,4,5,3,6,6,1,1,0,0,0,0,0,0,0,5,14,13,0,0,1,0,0,0,0,0,0,0,1,20,4,50,6,39,1,20,6,120,8,165,2,46,3,66,1,20,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,16,58,117,102,68,146,136,58,0,1,0,0,0,2,424,1,176,1,52,2,"","Wormy","tagpro-orbit.koalabeast.com",5,"3","HCA","RMA","half.1"
54694,1,"Nube",180,7,14,10,4,7,7,1,1,1,0,44,110,58,5,139,93,25,81,50,0,0,5,6,12,10,2,4,1,0,0,1,10,11,1,0,0,0,1,9,8,0,1,0,0,0,0,0,1,0,1,5,4,1,13,13,1,1,11,8,7,15,14,3,7,3,0,0,0,0,0,0,3,4,5,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,0,0,2,0,0,1,1,0,1,2,1,0,2,2,2,0,0,0,1,20,1,20,0,0,1,20,2,40,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,4,5,32,3,14,60,7,13,1,0,0,1,17,1,163,0,0,0,72,1,"special.supporter2","Wormy","tagpro-orbit.koalabeast.com",5,"3","T&R","BDN","half.1"
54694,1,"Poukie",180,5,10,14,2,7,7,1,0,0,1,23,58,110,2,93,139,10,50,81,0,5,0,5,10,12,0,1,4,0,0,2,11,10,2,0,0,0,1,8,9,0,0,1,0,0,0,0,0,1,1,4,5,2,13,13,2,1,8,11,5,14,15,0,3,7,0,0,0,0,0,0,2,5,4,0,1,1,0,0,0,0,0,0,0,0,0,1,3,6,1,2,0,1,1,0,0,0,2,1,0,0,2,0,2,2,0,0,1,20,1,20,0,0,2,40,1,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,32,1,7,60,8,0,0,1,0,0,1,163,1,17,0,10,2,"event.lgbt","Wormy","tagpro-orbit.koalabeast.com",5,"3","T&R","BDN","half.1"
54694,1,"The Hippo",180,3,10,14,3,7,7,0,0,0,1,30,58,110,0,93,139,10,50,81,0,5,0,3,10,12,1,1,4,1,0,0,11,10,0,0,0,0,0,8,9,0,0,1,0,0,0,0,0,1,0,4,5,2,13,13,1,0,8,11,4,14,15,1,3,7,0,0,0,0,0,0,2,5,4,1,1,1,0,0,0,0,0,0,0,0,0,1,3,6,1,2,0,0,1,0,0,0,2,1,1,0,2,0,2,2,1,20,1,20,1,20,1,20,2,40,1,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,32,6,7,60,28,0,0,1,0,0,1,163,1,17,0,25,2,"","Wormy","tagpro-orbit.koalabeast.com",5,"3","T&R","BDN","half.1"
54694,1,"Sherrattinho",180,1,14,10,0,7,7,4,0,1,0,3,110,58,57,139,93,16,81,50,0,0,5,1,12,10,0,4,1,0,0,5,10,11,2,0,0,0,5,9,8,0,1,0,0,0,0,1,1,0,2,5,4,8,13,13,4,7,11,8,3,15,14,2,7,3,0,0,0,0,0,0,0,4,5,0,1,1,0,0,0,0,0,0,0,0,0,1,6,3,0,0,2,0,0,1,0,0,1,2,1,1,2,2,2,0,0,0,1,20,1,20,1,20,1,20,2,40,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,27,0,32,3,0,60,7,3,1,0,0,1,17,1,163,0,0,0,53,1,"event.stPatricksDay","Wormy","tagpro-orbit.koalabeast.com",5,"3","T&R","BDN","half.1"
54694,1,"Koekjes",180,0,10,14,0,7,7,6,0,0,1,0,58,110,46,93,139,20,50,81,5,5,0,0,10,12,0,1,4,0,0,7,11,10,4,0,0,0,5,8,9,0,0,1,0,0,0,0,0,1,2,4,5,7,13,13,4,5,8,11,1,14,15,0,3,7,0,0,0,0,0,0,0,5,4,0,1,1,0,0,0,0,0,0,0,0,0,0,3,6,0,2,0,0,1,0,1,1,2,1,0,0,2,0,2,2,0,0,1,20,1,20,0,0,2,40,1,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,3,32,0,7,60,0,0,0,1,0,0,1,163,1,17,0,46,2,"degree.bacon","Wormy","tagpro-orbit.koalabeast.com",5,"3","T&R","BDN","half.1"
54694,1,"Dribbly",180,1,14,10,0,7,7,5,0,1,0,16,110,58,67,139,93,15,81,50,0,0,5,1,12,10,1,4,1,0,0,2,10,11,1,0,0,0,2,9,8,0,1,0,0,0,0,0,1,0,1,5,4,2,13,13,1,2,11,8,1,15,14,1,7,3,0,0,0,0,0,0,0,4,5,0,1,1,0,0,0,0,0,0,0,0,0,1,6,3,0,0,2,0,0,1,0,1,1,2,0,0,2,2,2,0,1,20,1,20,1,20,0,0,1,20,2,40,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30,1,32,3,12,60,7,16,1,0,0,1,17,1,163,0,0,0,37,1,"","Wormy","tagpro-orbit.koalabeast.com",5,"3","T&R","BDN","half.1"
54694,1,"weisbrot",180,2,10,14,2,7,7,5,0,0,1,5,58,110,45,93,139,10,50,81,0,5,0,2,10,12,0,1,4,0,0,2,11,10,1,0,0,0,2,8,9,0,0,1,0,0,0,0,0,1,1,4,5,2,13,13,1,2,8,11,4,14,15,2,3,7,0,0,0,0,0,0,1,5,4,0,1,1,0,0,0,0,0,0,0,0,0,1,3,6,0,2,0,0,1,0,1,1,2,1,1,0,2,0,2,2,0,0,1,20,1,20,1,20,2,40,1,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,32,0,7,60,4,0,0,1,0,0,1,163,1,17,0,27,2,"","Wormy","tagpro-orbit.koalabeast.com",5,"3","T&R","BDN","half.1"
54694,1,"Pescis",180,5,14,10,3,7,7,2,0,1,0,48,110,58,10,139,93,25,81,50,0,0,5,4,12,10,1,4,1,0,0,2,10,11,1,0,0,0,1,9,8,1,1,0,0,0,0,0,1,0,1,5,4,2,13,13,1,1,11,8,4,15,14,1,7,3,0,0,0,0,0,0,1,4,5,1,1,1,0,0,0,0,0,0,0,0,0,1,6,3,0,0,2,0,0,1,0,0,1,2,0,0,2,2,2,0,0,0,1,20,1,20,0,0,1,20,2,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,26,32,3,33,60,7,31,1,0,0,1,17,1,163,0,0,1,30,1,"event.birthday2","Wormy","tagpro-orbit.koalabeast.com",5,"3","T&R","BDN","half.1"
54684,1,"Vigge",60,4,7,3,3,6,3,0,0,0,0,8,13,4,0,84,33,13,18,5,0,0,10,4,7,3,1,1,0,0,0,0,3,7,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,2,3,0,3,7,0,0,3,7,4,8,5,1,2,1,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,8,12,3,3,0,1,0,0,0,1,60,0,0,0,50,2,"event.hacked","Wormy","tagpro-orbit.koalabeast.com",5,"3","TPR","CPI","half.1"
54684,1,"Carbon",60,1,3,7,1,3,6,0,0,0,0,0,4,13,0,33,84,5,5,18,0,10,0,1,3,7,0,0,1,0,0,0,7,3,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,3,2,0,7,3,0,0,7,3,2,5,8,0,1,2,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,12,0,0,1,0,0,0,1,60,0,0,0,1,1,"special.mod","Wormy","tagpro-orbit.koalabeast.com",5,"3","TPR","CPI","half.1"
54684,1,"Fat",60,1,3,7,1,3,6,4,0,0,0,3,4,13,16,33,84,0,5,18,5,10,0,1,3,7,0,0,1,0,0,2,7,3,2,0,0,0,2,7,3,0,0,0,0,0,0,0,0,0,0,3,2,2,7,3,2,2,7,3,1,5,8,0,1,2,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,12,3,0,1,0,0,0,1,60,0,0,0,33,1,"","Wormy","tagpro-orbit.koalabeast.com",5,"3","TPR","CPI","half.1"
54684,1,"N Shark",60,0,7,3,0,6,3,3,0,0,0,0,13,4,36,84,33,0,18,5,0,0,10,0,7,3,0,1,0,0,0,2,3,7,1,0,0,0,2,3,7,0,0,0,0,0,0,0,0,0,1,2,3,2,3,7,1,2,3,7,1,8,5,1,2,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,12,3,0,0,1,0,0,0,1,60,0,0,0,32,2,"event.carrot","Wormy","tagpro-orbit.koalabeast.com",5,"3","TPR","CPI","half.1"
54684,1,"NoctiZ",60,1,3,7,1,3,6,0,0,0,0,1,4,13,0,33,84,0,5,18,0,10,0,1,3,7,0,0,1,0,0,0,7,3,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,3,2,0,7,3,0,0,7,3,1,5,8,0,1,2,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,12,1,0,1,0,0,0,1,60,0,0,0,-1,1,"event.aprilFoolsDay","Wormy","tagpro-orbit.koalabeast.com",5,"3","TPR","CPI","half.1"
54684,1,"jjpoole",60,0,7,3,0,6,3,3,0,0,0,0,13,4,44,84,33,0,18,5,0,0,10,0,7,3,0,1,0,0,0,1,3,7,1,0,0,0,1,3,7,0,0,0,0,0,0,0,0,0,1,2,3,1,3,7,1,1,3,7,0,8,5,0,2,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,12,3,0,0,1,0,0,0,1,60,0,0,0,45,2,"boards.day","Wormy","tagpro-orbit.koalabeast.com",5,"3","TPR","CPI","half.1"
54684,1,"TheOnlyBall",60,0,3,7,0,3,6,5,0,0,0,0,4,13,17,33,84,0,5,18,5,10,0,0,3,7,0,0,1,0,0,5,7,3,5,0,0,0,5,7,3,0,0,0,0,0,0,0,0,0,3,3,2,5,7,3,5,5,7,3,1,5,8,1,1,2,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,3,12,0,0,1,0,0,0,1,60,0,0,0,58,1,"event.lgbt","Wormy","tagpro-orbit.koalabeast.com",5,"3","TPR","CPI","half.1"
54684,1,"Sheldon",60,3,7,3,3,6,3,0,0,0,0,6,13,4,4,84,33,5,18,5,0,0,10,3,7,3,0,1,0,0,0,0,3,7,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,2,3,0,3,7,0,0,3,7,3,8,5,0,2,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,4,12,3,3,0,1,0,0,0,1,60,0,0,0,33,2,"","Wormy","tagpro-orbit.koalabeast.com",5,"3","TPR","CPI","half.1"
54664,1,"orb",600,16,42,28,5,20,10,0,0,0,2,116,342,253,23,354,174,55,187,111,0,0,0,16,41,25,3,11,9,0,0,5,24,39,1,0,0,0,2,16,28,1,3,2,1,2,0,0,0,0,0,4,8,10,33,51,2,3,19,30,24,65,40,10,28,19,1,3,1,2,1,2,4,9,4,0,2,2,0,0,0,0,0,0,0,0,0,2,15,15,2,5,3,1,2,2,0,0,1,0,1,0,4,21,6,13,1,20,3,60,7,140,2,40,5,100,5,100,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,23,35,117,36,78,208,119,19,0,0,1,0,0,1,150,1,450,0,26,2,"","Wormy","tagpro-orbit.koalabeast.com",5,"3","ITB","RBC","half.1"
54664,1,"Nilus",600,6,42,28,3,20,10,7,0,0,2,36,342,253,153,354,174,58,187,111,0,0,0,6,41,25,1,11,9,1,0,5,24,39,1,0,0,0,4,16,28,1,3,2,0,2,0,0,0,0,1,4,8,8,33,51,2,6,19,30,11,65,40,2,28,19,0,3,0,2,0,2,2,9,4,0,2,2,0,0,0,0,0,0,0,0,0,4,15,15,1,5,3,0,2,2,1,0,1,0,1,4,4,21,6,13,0,0,3,60,7,140,2,40,5,100,5,100,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,107,14,117,36,22,208,119,16,0,0,1,0,0,1,150,1,450,0,37,2,"boards.day","Wormy","tagpro-orbit.koalabeast.com",5,"3","ITB","RBC","half.1"
54664,1,"Trisky",600,4,28,42,1,10,20,10,0,2,0,23,253,342,64,174,354,5,111,187,0,0,0,4,25,41,1,9,11,1,1,16,39,24,7,0,0,0,11,28,16,1,2,3,0,0,2,0,0,0,4,8,4,18,51,33,9,12,30,19,6,40,65,3,19,28,1,3,1,2,1,2,1,4,9,0,2,2,0,0,0,0,0,0,0,0,0,3,15,15,1,3,5,1,2,2,0,0,0,1,3,9,6,13,4,21,2,40,7,140,3,60,1,20,5,100,5,100,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,37,3,36,117,13,119,208,9,1,0,0,1,450,1,150,0,0,0,39,1,"event.lgbt","Wormy","tagpro-orbit.koalabeast.com",5,"3","ITB","RBC","half.1"
54664,1,"TheBigMac",600,0,28,42,0,10,20,15,0,2,0,0,253,342,84,174,354,15,111,187,0,0,0,0,25,41,0,9,11,0,0,13,39,24,7,0,0,0,11,28,16,1,2,3,0,0,2,0,0,0,2,8,4,13,51,33,7,11,30,19,5,40,65,4,19,28,0,3,0,2,0,2,0,4,9,0,2,2,0,0,0,0,0,0,0,0,0,0,15,15,0,3,5,0,2,2,0,0,0,1,0,0,6,13,4,21,1,20,7,140,3,60,1,20,5,100,5,100,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,38,0,36,117,0,119,208,0,1,0,0,1,450,1,150,0,0,0,29,1,"event.lgbt","Wormy","tagpro-orbit.koalabeast.com",5,"3","ITB","RBC","half.1"
54664,1,"Mpuddi",600,13,28,42,4,10,20,3,2,2,0,146,253,342,3,174,354,55,111,187,0,0,0,11,25,41,4,9,11,1,1,6,39,24,1,0,0,0,3,28,16,0,2,3,0,0,2,0,0,0,1,8,4,10,51,33,5,3,30,19,14,40,65,5,19,28,1,3,0,2,1,2,1,4,9,1,2,2,0,0,0,0,0,0,0,0,0,6,15,15,1,3,5,0,2,2,0,0,0,1,3,4,6,13,4,21,4,80,7,140,3,60,1,20,5,100,5,100,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,3,29,36,117,70,119,208,25,1,0,0,1,450,1,150,0,0,0,89,1,"event.platformer","Wormy","tagpro-orbit.koalabeast.com",5,"3","ITB","RBC","half.1"
54664,1,"420assman",600,11,28,42,5,10,20,5,0,2,0,84,253,342,23,174,354,36,111,187,0,0,0,10,25,41,4,9,11,1,0,4,39,24,3,0,0,0,3,28,16,0,2,3,0,0,2,0,0,0,1,8,4,10,51,33,6,4,30,19,15,40,65,7,19,28,1,3,1,2,0,2,2,4,9,1,2,2,0,0,0,0,0,0,0,0,0,6,15,15,1,3,5,1,2,2,0,0,0,1,0,0,6,13,4,21,0,0,7,140,3,60,2,40,5,100,5,100,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,4,36,117,36,119,208,25,1,0,0,1,450,1,150,0,0,1,21,1,"degree.plane","Wormy","tagpro-orbit.koalabeast.com",5,"3","ITB","RBC","half.1"
54664,1,"FLICK YOLI",600,4,42,28,3,20,10,7,0,0,2,60,342,253,168,354,174,29,187,111,0,0,0,4,41,25,2,11,9,1,0,10,24,39,3,0,0,0,8,16,28,1,3,2,1,2,0,0,0,0,3,4,8,10,33,51,3,8,19,30,11,65,40,8,28,19,1,3,0,2,1,2,0,9,4,1,2,2,0,0,0,0,0,0,0,0,0,2,15,15,0,5,3,0,2,2,0,1,1,0,1,8,4,21,6,13,2,40,3,60,7,140,0,0,5,100,5,100,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,114,12,117,36,23,208,119,25,0,0,1,0,0,1,150,1,450,0,39,2,"boards.day","Wormy","tagpro-orbit.koalabeast.com",5,"3","ITB","RBC","half.1"
54664,1,"DaEvil1",600,16,42,28,9,20,10,1,0,0,2,130,342,253,10,354,174,45,187,111,0,0,0,15,41,25,5,11,9,0,0,4,24,39,2,0,0,0,2,16,28,0,3,2,0,2,0,0,0,0,0,4,8,5,33,51,2,2,19,30,19,65,40,8,28,19,1,3,1,2,0,2,3,9,4,1,2,2,0,0,0,0,0,0,0,0,0,7,15,15,2,5,3,1,2,2,0,0,1,0,1,8,4,21,6,13,0,0,3,60,7,140,1,20,5,100,5,100,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,55,117,36,85,208,119,28,0,0,1,0,0,1,150,1,450,1,19,2,"","Wormy","tagpro-orbit.koalabeast.com",5,"3","ITB","RBC","half.1"
54676,1,"Fred_",300,3,24,16,1,6,6,6,0,0,2,26,218,193,76,147,70,33,95,94,0,0,0,3,24,13,1,8,6,0,0,4,11,24,2,0,0,0,3,6,16,0,1,1,0,0,1,0,0,1,2,3,3,4,11,28,2,3,6,18,4,30,18,2,11,9,0,3,0,1,0,2,1,3,3,1,1,4,0,0,1,0,0,0,0,0,0,1,15,8,1,1,0,0,0,0,0,0,0,1,1,5,1,5,4,46,0,0,1,20,3,60,0,0,1,20,5,100,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,47,0,48,11,1,54,29,20,0,0,1,0,0,1,17,1,283,0,40,1,"event.survivor","Wormy","tagpro-orbit.koalabeast.com",5,"3","ATL","FKP","half.1"
54676,1,"DUSTY",300,8,16,24,3,6,6,0,0,2,0,47,193,218,5,70,147,30,94,95,0,0,0,7,13,24,2,6,8,0,0,2,24,11,1,0,0,0,0,16,6,0,1,1,0,1,0,0,1,0,0,3,3,4,28,11,2,0,18,6,8,18,30,2,9,11,0,3,0,2,0,1,2,3,3,1,4,1,0,1,0,0,0,0,0,0,0,4,8,15,0,0,1,0,0,0,0,0,1,0,1,8,4,46,1,5,0,0,3,60,1,20,1,20,5,100,1,20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,11,48,12,29,54,28,1,0,0,1,283,1,17,0,0,1,21,2,"special.bitcoin","Wormy","tagpro-orbit.koalabeast.com",5,"3","ATL","FKP","half.1"
54676,1,"gofio",300,3,24,16,1,6,6,3,0,0,2,17,218,193,57,147,70,10,95,94,0,0,0,3,24,13,0,8,6,0,0,3,11,24,1,0,0,0,2,6,16,0,1,1,0,0,1,0,0,1,1,3,3,3,11,28,1,2,6,18,6,30,18,2,11,9,0,3,0,1,0,2,1,3,3,0,1,4,0,0,1,0,0,0,0,0,0,2,15,8,0,1,0,0,0,0,0,0,0,1,0,0,1,5,4,46,0,0,1,20,3,60,0,0,1,20,5,100,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,31,9,48,11,7,54,29,9,0,0,1,0,0,1,17,1,283,0,19,1,"event.lgbt","Wormy","tagpro-orbit.koalabeast.com",5,"3","ATL","FKP","half.1"
54676,1,"DrMcDonald",300,2,16,24,0,6,6,6,0,2,0,40,193,218,28,70,147,30,94,95,0,0,0,2,13,24,1,6,8,0,0,12,24,11,5,0,0,0,10,16,6,0,1,1,0,1,0,1,1,0,2,3,3,13,28,11,5,11,18,6,3,18,30,1,9,11,1,3,0,2,1,1,0,3,3,1,4,1,0,1,0,0,0,0,0,0,0,2,8,15,0,0,1,0,0,0,1,0,1,0,1,16,4,46,1,5,1,20,3,60,1,20,1,20,5,100,1,20,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,0,11,48,0,29,54,34,1,0,0,1,283,1,17,0,0,0,59,2,"event.carrot","Wormy","tagpro-orbit.koalabeast.com",5,"3","ATL","FKP","half.1"
54676,1,"Baz",300,1,16,24,0,6,6,6,0,2,0,46,193,218,34,70,147,24,94,95,0,0,0,1,13,24,1,6,8,1,0,6,24,11,3,0,0,0,5,16,6,0,1,1,0,1,0,0,1,0,1,3,3,6,28,11,3,5,18,6,3,18,30,3,9,11,1,3,1,2,0,1,0,3,3,1,4,1,0,1,0,0,0,0,0,0,0,1,8,15,0,0,1,0,0,0,0,1,1,0,2,22,4,46,1,5,0,0,3,60,1,20,2,40,5,100,1,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,12,0,11,48,1,29,54,46,1,0,0,1,283,1,17,0,0,0,47,2,"boards.day","Wormy","tagpro-orbit.koalabeast.com",5,"3","ATL","FKP","half.1"
